d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,290986.4451570168
1_facilities_and_construction,2018-2019,449135.5160808963
1_facilities_and_construction,2019-2020,628612.6775177001
1_facilities_and_construction,2020-2021,1116695.0282720248
11_defence,2017-2018,6441421.31573847
11_defence,2018-2019,15009980.22792051
11_defence,2019-2020,8936624.676901408
11_defence,2020-2021,12407034.89
2_professional_services,2017-2018,3522292.1781418505
2_professional_services,2018-2019,1823722.1116462892
2_professional_services,2019-2020,85507.46180223007
2_professional_services,2020-2021,12629.620722916032
3_information_technology,2017-2018,73809898.88686775
3_information_technology,2018-2019,65623172.12690566
3_information_technology,2019-2020,57114615.87206696
3_information_technology,2020-2021,55480357.28907091
5_transportation_and_logistics,2017-2018,80514
5_transportation_and_logistics,2018-2019,114218.16
5_transportation_and_logistics,2019-2020,43368.57
5_transportation_and_logistics,2020-2021,15066.320000000002
6_industrial_products_and_services,2017-2018,2879962.1815061783
6_industrial_products_and_services,2018-2019,1033082.2815061784
6_industrial_products_and_services,2019-2020,1323667.4807875548
6_industrial_products_and_services,2020-2021,1550505.2512037037
9_human_capital,2017-2018,23875.89954794521
9_human_capital,2018-2019,50708.665
9_human_capital,2019-2020,71116.16545205479
