d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2022727.61,2084722.67
it_consulting_services,2018-2019,850241.93,870888.68
it_consulting_services,2020-2021,1266658.88,1211886.95
it_consulting_services,2021-2022,138453.25,129416.89
it_devices_equipment,2019-2020,159447.32,159870.18
it_devices_equipment,2021-2022,1552567.78,1411704.31
it_other,2017-2018,73658958.82,75734517.06
it_other,2018-2019,65610180.63,66734859.62
it_other,2019-2020,56916316.31,56137245.88
it_other,2020-2021,54269182.69,51654452.25
it_other,2021-2022,38055666.63,35573535.70
it_software_licensing,2019-2020,71976.62,70766.76
it_software_licensing,2020-2021,16226.91,15449.35
it_software_licensing,2021-2022,245945.16,224831.91
