d_fiscal_year,total,total_constant_2019_dollars
2017-2018,16966234.02,17402042.46
2018-2019,14025655.33,14237604.53
2019-2020,11101235.08,11003710.70
2020-2021,9079473.54,8632137.61
2021-2022,5562631.13,5160719.32
