owner_org,d_fiscal_year,total
dfo-mpo,2017-2018,11550
dfo-mpo,2018-2019,13807.5
dfo-mpo,2019-2020,10500
dnd-mdn,2017-2018,36985.473075325346
dnd-mdn,2018-2019,14018.736910994763
ec,2018-2019,34674.15
ec,2019-2020,12600
ec,2020-2021,48324.15
nrcan-rncan,2017-2018,16498
nrcan-rncan,2018-2019,24990
nrcan-rncan,2019-2020,95929.64
nrcan-rncan,2020-2021,0
pc,2017-2018,16441065.875081116
pc,2018-2019,13877364.894841114
pc,2019-2020,10908849.411837395
pc,2020-2021,9025095.086325264
pwgsc-tpsgc,2017-2018,126441.57381842459
pwgsc-tpsgc,2018-2019,44902.52
pwgsc-tpsgc,2019-2020,21968.000000000004
pwgsc-tpsgc,2020-2021,10455.9
