owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,11550.00,11901.32
dfo-mpo,2018-2019,13807.50,13936.48
dfo-mpo,2019-2020,10500.00,10411.27
dfo-mpo,2021-2022,15015.00,13881.12
dnd-mdn,2017-2018,36985.47,38157.88
dnd-mdn,2018-2019,14018.74,14288.14
ec,2018-2019,34674.15,35131.99
ec,2019-2020,12600.00,12407.21
ec,2020-2021,48324.15,45888.31
ec,2021-2022,54335.05,49612.53
ec,2022-2023,101352.56,90417.63
nrcan-rncan,2017-2018,16498.00,16969.16
nrcan-rncan,2018-2019,24990.00,25479.85
nrcan-rncan,2019-2020,95929.64,93891.37
nrcan-rncan,2020-2021,0.00,0.00
nrcan-rncan,2021-2022,39899.99,37042.99
nrcan-rncan,2022-2023,0.00,0.00
pc,2017-2018,16780952.67,17295775.40
pc,2018-2019,13899456.11,14157798.18
pc,2019-2020,10973097.24,10883400.10
pc,2020-2021,9036221.55,8606158.42
pc,2021-2022,5749207.08,5338541.14
pc,2022-2023,5496517.17,4911563.70
pwgsc-tpsgc,2017-2018,126441.57,130399.07
pwgsc-tpsgc,2018-2019,44902.52,45511.45
pwgsc-tpsgc,2019-2020,21968.00,21725.81
pwgsc-tpsgc,2020-2021,10455.90,9966.17
pwgsc-tpsgc,2022-2023,38853.90,34481.31
