d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,15735467.143828401
1_facilities_and_construction,2018-2019,13193642.435365375
1_facilities_and_construction,2019-2020,10028897.0996571
1_facilities_and_construction,2020-2021,8797238.668933285
10_office_management,2019-2020,24998.990000000005
2_professional_services,2017-2018,880575.7781464658
2_professional_services,2018-2019,816115.366386734
2_professional_services,2019-2020,676420.3121802965
2_professional_services,2020-2021,286636.4673919783
9_human_capital,2017-2018,16498
9_human_capital,2019-2020,24990
NA,2019-2020,294540.65
