d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,4785.88,4917.77
1_facilities_and_construction,2018-2019,23690.12,24211.94
1_facilities_and_construction,2020-2021,873197.49,832129.63
1_facilities_and_construction,2021-2022,2241089.27,2097124.03
11_defence,2017-2018,485364.65,500151.13
11_defence,2018-2019,1162288.06,1181812.82
11_defence,2019-2020,307241.62,307316.24
11_defence,2020-2021,125845.64,119596.10
11_defence,2021-2022,571970.24,530166.30
4_medical,2017-2018,26434.29,27204.18
4_medical,2018-2019,44669.06,45485.57
4_medical,2019-2020,44791.44,44431.99
5_transportation_and_logistics,2018-2019,13560.00,13675.64
6_industrial_products_and_services,2017-2018,488186.13,503870.92
6_industrial_products_and_services,2018-2019,170432.68,174159.63
6_industrial_products_and_services,2019-2020,170139.11,168013.69
6_industrial_products_and_services,2020-2021,301214.36,286543.22
6_industrial_products_and_services,2021-2022,1071703.29,993596.87
