d_fiscal_year,total,total_constant_2019_dollars
2017-2018,204250.95,210169.44
2018-2019,467705.10,474100.97
2019-2020,522569.73,517116.00
2020-2021,1240935.46,1185043.28
2021-2022,1771865.86,1655037.35
