d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,96848.69
1_facilities_and_construction,2018-2019,151210.43
1_facilities_and_construction,2020-2021,22748.15
10_office_management,2017-2018,237947.2169531103
10_office_management,2018-2019,125378.3254385965
10_office_management,2019-2020,193424.77000000002
10_office_management,2020-2021,26840.64
11_defence,2017-2018,575867.8
11_defence,2018-2019,376139.2514876033
11_defence,2019-2020,290809.7400004919
11_defence,2020-2021,98194.22851190476
4_medical,2017-2018,109382.67882460848
4_medical,2018-2019,144787.77697463767
4_medical,2019-2020,690702.5882875553
4_medical,2020-2021,2501820.8980949405
5_transportation_and_logistics,2017-2018,11863.369999999999
5_transportation_and_logistics,2020-2021,90813.14
6_industrial_products_and_services,2017-2018,2238241.0980472197
6_industrial_products_and_services,2018-2019,1483113.1747244839
6_industrial_products_and_services,2019-2020,989771.2926155955
6_industrial_products_and_services,2020-2021,1771912.9084857197
9_human_capital,2017-2018,24999.45
