d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,12000.00,12287.58
10_office_management,2019-2020,31618.13,31161.95
10_office_management,2020-2021,25294.50,24059.71
10_office_management,2021-2022,14946.75,13877.24
11_defence,2017-2018,11474.50,11771.84
11_defence,2018-2019,187.67,189.51
11_defence,2019-2020,9812.33,9729.53
11_defence,2020-2021,188.16,177.18
11_defence,2021-2022,11446.52,10627.46
5_transportation_and_logistics,2017-2018,1102443.28,1131182.45
5_transportation_and_logistics,2018-2019,929925.70,944260.33
5_transportation_and_logistics,2019-2020,1143748.08,1133849.77
5_transportation_and_logistics,2020-2021,729096.33,692824.78
5_transportation_and_logistics,2021-2022,915273.11,849063.06
