owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,264803.27,170022.19
cbsa-asfc,2017-2018,52365.38,53667.35
cbsa-asfc,2018-2019,102497.95,103500.84
cgc-ccg,2020-2021,105.75,99.95
cgc-ccg,2021-2022,38597.45,29320.19
csps-efpc,2021-2022,210358.89,46302.62
dfo-mpo,2017-2018,19773.87,20113.53
dfo-mpo,2018-2019,20560.01,20820.33
dfo-mpo,2019-2020,20626.66,20449.33
dfo-mpo,2020-2021,23257.21,21982.98
dfo-mpo,2021-2022,35964.08,0.00
ic,2017-2018,6922.24,7121.96
ic,2020-2021,111874.72,109523.98
ic,2021-2022,58110.59,44143.15
nrcan-rncan,2019-2020,1337.07,1338.90
nrcan-rncan,2020-2021,21218.68,20772.83
rcmp-grc,2017-2018,87102.40,89314.52
rcmp-grc,2018-2019,75074.44,76025.93
rcmp-grc,2019-2020,6363.69,6345.99
rcmp-grc,2020-2021,172749.61,163787.81
rcmp-grc,2021-2022,201053.42,106630.92
ssc-spc,2017-2018,1311504.89,1352218.81
ssc-spc,2018-2019,1410415.46,1429669.25
ssc-spc,2019-2020,4243985.24,4234283.59
ssc-spc,2020-2021,4617405.80,4516595.64
ssc-spc,2021-2022,5152117.79,3881824.75
statcan,2019-2020,9920.11,9894.02
statcan,2020-2021,26705.98,26053.19
statcan,2021-2022,51411.75,40038.52
tc,2019-2020,149608.38,149813.51
vac-acc,2020-2021,20223.18,19959.00
