d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,63708.57,65358.27
it_devices_equipment,2017-2018,1156933.35,1189340.47
it_devices_equipment,2018-2019,944080.17,956042.37
it_devices_equipment,2019-2020,3512200.43,3476996.36
it_devices_equipment,2020-2021,4359396.86,4143681.23
it_devices_equipment,2021-2022,4768523.34,4420431.14
it_other,2019-2020,25055.85,24691.40
it_other,2020-2021,41646.58,39576.68
it_other,2021-2022,63197.64,58718.72
it_software_licensing,2017-2018,233633.02,239393.15
it_software_licensing,2018-2019,603097.58,612416.90
it_software_licensing,2019-2020,894584.87,885284.56
it_software_licensing,2020-2021,592497.48,562226.71
it_software_licensing,2021-2022,1038167.11,960033.49
