owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,22645.502645502645
aandc-aadnc,2018-2019,38624.33862433863
aandc-aadnc,2019-2020,38730.15873015873
acoa-apeca,2017-2018,0
acoa-apeca,2018-2019,0
acoa-apeca,2019-2020,0
acoa-apeca,2020-2021,3375.7961783439487
atssc-scdata,2017-2018,99999
cas-satj,2017-2018,800000
cas-satj,2018-2019,400000
cas-satj,2019-2020,1200000
cas-satj,2020-2021,1200000
ced-dec,2017-2018,47165.25810218978
ced-dec,2018-2019,11354.014598540147
cer-rec,2017-2018,167322.67412231574
cer-rec,2018-2019,148468.5491970208
cer-rec,2019-2020,186486.836229891
cer-rec,2020-2021,79452.77812617585
cfia-acia,2017-2018,34247.502826455624
cfia-acia,2018-2019,139871.81124328365
cfia-acia,2019-2020,162107.58528582883
cfia-acia,2020-2021,101146.92935877806
cihr-irsc,2017-2018,55000
cihr-irsc,2018-2019,91259
cihr-irsc,2019-2020,90400
cihr-irsc,2020-2021,0
cra-arc,2017-2018,21436.739999999998
cra-arc,2018-2019,90214.1110018215
cra-arc,2019-2020,179889.09333333335
cra-arc,2020-2021,7298.956193078324
crtc,2017-2018,296499.56809619046
crtc,2018-2019,422547.32420602324
crtc,2019-2020,562477.3258231605
crtc,2020-2021,272912.5437128011
csc-scc,2017-2018,81228.45
csc-scc,2018-2019,56305.17
csc-scc,2019-2020,91820.18000000001
csc-scc,2020-2021,28237.54
dfatd-maecd,2019-2020,12271.349999999999
dfo-mpo,2017-2018,83442.69
dfo-mpo,2018-2019,172673.37
ec,2017-2018,36316.630000000005
ec,2018-2019,218313.16212921575
ec,2019-2020,315908.52347018104
ec,2020-2021,308530.17309625534
esdc-edsc,2017-2018,21811.1243159204
esdc-edsc,2018-2019,21811.1243159204
esdc-edsc,2019-2020,93676.45082089552
esdc-edsc,2020-2021,17089.395537437125
fja-cmf,2017-2018,66012.46898263028
hc-sc,2017-2018,252559.4
hc-sc,2018-2019,270285.5527545766
hc-sc,2019-2020,314613.4121396277
hc-sc,2020-2021,549993.3951791908
iaac-aeic,2018-2019,28249.999999999996
iaac-aeic,2019-2020,177410.00000000003
iaac-aeic,2020-2021,11300
ic,2020-2021,115007.19
isc-sac,2017-2018,22645.502645502645
isc-sac,2018-2019,38624.33862433863
isc-sac,2019-2020,38730.15873015873
isc-sac,2020-2021,5059.001339869281
nrc-cnrc,2017-2018,65463.518813905925
nrc-cnrc,2018-2019,0
nrc-cnrc,2019-2020,10031.55
nrc-cnrc,2020-2021,17392.565833333334
opc-cpvp,2018-2019,99892
opc-cpvp,2020-2021,39999.8
osfi-bsif,2017-2018,7505.45919117647
pc,2020-2021,148471.66270165253
pch,2017-2018,23145.10111542192
pch,2018-2019,12735.604436212037
pch,2019-2020,21229.826938106125
pch,2020-2021,8436.217510259918
pco-bcp,2017-2018,22202.185128983307
pco-bcp,2018-2019,25973.710166919573
pco-bcp,2019-2020,26044.871016691955
pco-bcp,2020-2021,19787.217338631315
phac-aspc,2017-2018,314968.56074397377
phac-aspc,2018-2019,312903.55803571426
phac-aspc,2019-2020,103411.59635696822
phac-aspc,2020-2021,483641.1182663669
pwgsc-tpsgc,2017-2018,4571678.162380632
pwgsc-tpsgc,2018-2019,13947587.993982224
pwgsc-tpsgc,2019-2020,14059729.236279337
pwgsc-tpsgc,2020-2021,9424324.606625741
statcan,2019-2020,1932000
tc,2017-2018,746346.6627358492
tc,2018-2019,562315.9787735849
tc,2020-2021,285211.74892405065
tsb-bst,2017-2018,25806.432481751825
tsb-bst,2018-2019,28717.523950729927
tsb-bst,2019-2020,28796.202098540143
tsb-bst,2020-2021,2911.091468978102
wage,2019-2020,16000
wage,2020-2021,110489.89898989898
wd-deo,2018-2019,49720
wd-deo,2019-2020,39550
