owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,22645.50,23207.30
aandc-aadnc,2018-2019,38624.34,39225.00
aandc-aadnc,2019-2020,38730.16,38403.32
acoa-apeca,2017-2018,0.00,0.00
acoa-apeca,2018-2019,0.00,0.00
acoa-apeca,2019-2020,0.00,0.00
acoa-apeca,2020-2021,3375.80,3186.44
acoa-apeca,2021-2022,56624.17,52140.44
atssc-scdata,2017-2018,99999.00,102751.22
cas-satj,2017-2018,800000.00,819025.30
cas-satj,2018-2019,400000.00,405367.51
cas-satj,2019-2020,1200000.00,1181869.81
cas-satj,2020-2021,1200000.00,1141628.95
cas-satj,2021-2022,800000.00,735720.53
ced-dec,2017-2018,47165.26,48357.97
ced-dec,2018-2019,11354.01,11589.99
cer-rec,2017-2018,167322.67,171591.75
cer-rec,2018-2019,148468.55,150786.06
cer-rec,2019-2020,186486.84,185394.33
cer-rec,2020-2021,79452.78,75830.47
cer-rec,2021-2022,13968.85,12997.37
cfia-acia,2017-2018,34247.50,35063.69
cfia-acia,2018-2019,139871.81,141936.26
cfia-acia,2019-2020,162107.59,160739.56
cfia-acia,2020-2021,101146.93,96147.02
cfia-acia,2021-2022,177309.15,164158.21
cihr-irsc,2017-2018,55000.00,56425.23
cihr-irsc,2018-2019,91259.00,92413.33
cihr-irsc,2019-2020,90400.00,89637.12
cihr-irsc,2020-2021,0.00,0.00
cra-arc,2017-2018,21436.74,22062.06
cra-arc,2018-2019,90214.11,91341.95
cra-arc,2019-2020,179889.09,179199.99
cra-arc,2020-2021,7298.96,6938.90
cra-arc,2021-2022,4059.42,3817.66
crtc,2017-2018,169280.36,173494.23
crtc,2018-2019,304659.36,309397.26
crtc,2019-2020,502785.77,498110.19
crtc,2020-2021,272912.54,258946.65
crtc,2021-2022,226021.61,211192.66
csc-scc,2017-2018,81228.45,83243.51
csc-scc,2018-2019,56305.17,57291.31
csc-scc,2019-2020,91820.18,91458.54
csc-scc,2020-2021,28237.54,26621.96
csc-scc,2021-2022,336289.71,306939.76
dfatd-maecd,2019-2020,12271.35,11995.35
dfatd-maecd,2021-2022,39778.29,36307.46
dfo-mpo,2017-2018,112885.05,115601.97
dfo-mpo,2018-2019,172673.37,175407.24
ec,2017-2018,36316.63,37231.28
ec,2018-2019,218313.16,221315.40
ec,2019-2020,315908.52,312915.85
ec,2020-2021,308530.17,293063.58
ec,2021-2022,337104.97,312199.10
esdc-edsc,2017-2018,21811.12,22376.32
esdc-edsc,2018-2019,21811.12,22150.32
esdc-edsc,2019-2020,93676.45,91754.15
esdc-edsc,2020-2021,17089.40,16172.76
esdc-edsc,2021-2022,17287.45,16313.80
fja-cmf,2017-2018,66012.47,67723.07
hc-sc,2017-2018,235609.40,241615.10
hc-sc,2018-2019,269057.29,272693.43
hc-sc,2019-2020,286363.41,283825.75
hc-sc,2020-2021,549993.40,523044.16
hc-sc,2021-2022,698810.89,647323.48
iaac-aeic,2018-2019,28250.00,28538.28
iaac-aeic,2019-2020,177410.00,175382.67
iaac-aeic,2020-2021,11300.00,10742.57
iaac-aeic,2021-2022,93867.36,86920.51
ic,2020-2021,115007.19,109315.30
ic,2021-2022,459594.76,424466.07
isc-sac,2017-2018,22645.50,23207.30
isc-sac,2018-2019,38624.34,39225.00
isc-sac,2019-2020,38730.16,38403.32
isc-sac,2020-2021,5059.00,4763.65
isc-sac,2021-2022,119216.62,110473.13
nrc-cnrc,2017-2018,65463.52,67159.89
nrc-cnrc,2018-2019,0.00,0.00
nrc-cnrc,2019-2020,10031.55,10060.10
nrc-cnrc,2020-2021,17392.57,16511.51
nrc-cnrc,2021-2022,6693.36,6328.99
nrcan-rncan,2021-2022,0.00,0.00
opc-cpvp,2018-2019,99892.00,101405.95
opc-cpvp,2020-2021,39999.80,38026.62
osfi-bsif,2017-2018,7505.46,7703.33
pc,2020-2021,150730.86,143109.17
pc,2021-2022,299149.19,276728.78
pch,2017-2018,23145.10,23743.95
pch,2018-2019,12735.60,12917.89
pch,2019-2020,21229.83,21050.67
pch,2020-2021,8436.22,8045.05
pch,2021-2022,8529.02,7870.25
pco-bcp,2017-2018,22202.19,22775.82
pco-bcp,2018-2019,25973.71,26377.64
pco-bcp,2019-2020,26044.87,25825.08
pco-bcp,2020-2021,19787.22,18867.12
pco-bcp,2021-2022,39782.02,36935.41
phac-aspc,2017-2018,255676.90,262359.10
phac-aspc,2018-2019,301603.56,306159.52
phac-aspc,2019-2020,103411.60,102294.17
phac-aspc,2020-2021,449270.28,426967.83
phac-aspc,2021-2022,651872.39,605431.01
pwgsc-tpsgc,2017-2018,4319133.21,4431183.09
pwgsc-tpsgc,2018-2019,6208278.66,6294265.25
pwgsc-tpsgc,2019-2020,10378907.07,10292545.83
pwgsc-tpsgc,2020-2021,9261991.41,8803061.71
pwgsc-tpsgc,2021-2022,9828801.65,9125351.03
statcan,2019-2020,1127000.00,1115300.67
tc,2017-2018,746346.66,765686.95
tc,2018-2019,562315.98,572112.10
tc,2020-2021,257241.33,245075.10
tc,2021-2022,382794.27,355119.80
tsb-bst,2017-2018,25806.43,26473.85
tsb-bst,2018-2019,28717.52,29164.12
tsb-bst,2019-2020,28796.20,28553.19
tsb-bst,2020-2021,2911.09,2748.01
vac-acc,2021-2022,36000.00,33009.90
wage,2019-2020,16000.00,15612.79
wage,2020-2021,110489.90,105071.07
wage,2021-2022,101746.35,94569.47
wd-deo,2018-2019,49720.00,50493.22
wd-deo,2019-2020,39550.00,39216.24
