owner_org,d_fiscal_year,total
aafc-aac,2017-2018,40160
aafc-aac,2018-2019,50004.00000000001
aafc-aac,2019-2020,60127.04881889764
aafc-aac,2020-2021,53870.55118110237
cfia-acia,2020-2021,118299.39035161745
cra-arc,2017-2018,82320
cra-arc,2018-2019,84792
cra-arc,2019-2020,98689.68000000001
cra-arc,2020-2021,79869.7463561644
dfatd-maecd,2017-2018,223221.91896032833
dfatd-maecd,2018-2019,673355.375376197
dfatd-maecd,2019-2020,675200.184623803
dfatd-maecd,2020-2021,673355.375376197
dnd-mdn,2017-2018,133627.05776871616
dnd-mdn,2018-2019,69129.74367123288
dnd-mdn,2019-2020,21346.027397260274
dnd-mdn,2020-2021,4542.568767123288
ec,2020-2021,10156.2
ic,2017-2018,336082.3029831765
ic,2018-2019,286966.20368291036
ic,2019-2020,283013.1579527713
ic,2020-2021,177822.9364465101
irb-cisr,2019-2020,32015.16
irb-cisr,2020-2021,35216.68
nrcan-rncan,2019-2020,27124.90463215259
nrcan-rncan,2020-2021,24279.694144318
osfi-bsif,2017-2018,37466.28
osfi-bsif,2018-2019,38591.759999999995
osfi-bsif,2019-2020,39744.36
osfi-bsif,2020-2021,43718.8
pco-bcp,2017-2018,6361.088876712327
pco-bcp,2018-2019,136748.47757165035
pco-bcp,2019-2020,140656.95294710327
pco-bcp,2020-2021,172349.23764458476
phac-aspc,2017-2018,716743.15
phac-aspc,2018-2019,770257.9920656636
phac-aspc,2019-2020,772368.2879343366
pmprb-cepmb,2017-2018,4815.973315068493
pmprb-cepmb,2018-2019,6825.286684931507
pmprb-cepmb,2019-2020,5135.905573770492
pmprb-cepmb,2020-2021,12812.854179654167
pwgsc-tpsgc,2017-2018,63364.71725531915
pwgsc-tpsgc,2018-2019,53737.92877659575
pwgsc-tpsgc,2019-2020,53885.15597872341
pwgsc-tpsgc,2020-2021,77042.2479893617
statcan,2017-2018,50709.295058823525
statcan,2018-2019,325431.5449411764
statcan,2019-2020,369916.8
