d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1243486.14,1281846.33
it_consulting_services,2018-2019,482325.42,491582.20
it_consulting_services,2019-2020,339259.76,336885.77
it_consulting_services,2020-2021,308735.74,294052.99
it_consulting_services,2021-2022,232036.36,215465.75
it_consulting_services,2022-2023,475225.93,423340.65
it_software_licensing,2017-2018,223221.92,229650.17
it_software_licensing,2018-2019,1443613.37,1471277.54
it_software_licensing,2019-2020,1447568.47,1436021.25
it_software_licensing,2020-2021,673355.38,641250.25
it_software_licensing,2021-2022,493434.53,462829.10
it_software_licensing,2022-2023,1111920.75,994228.36
