d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,47519.3488372093
2_professional_services,2019-2020,57765.600000000006
3_information_technology,2017-2018,145684.71725531915
3_information_technology,2018-2019,908787.9208422593
3_information_technology,2019-2020,826253.44391306
3_information_technology,2020-2021,77042.2479893617
9_human_capital,2017-2018,1501667.718125616
9_human_capital,2018-2019,1587052.3919280986
9_human_capital,2019-2020,1695204.5819457585
9_human_capital,2020-2021,1406294.0344472716
