owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,20811361.92,21428856.43
dfo-mpo,2018-2019,1222390.20,1233809.33
dfo-mpo,2019-2020,2631534.18,2578531.39
dfo-mpo,2020-2021,15574768.53,14824562.78
dfo-mpo,2021-2022,36964.20,35004.91
pc,2017-2018,4096134.08,4222439.44
pc,2018-2019,2795420.87,2845396.11
pc,2019-2020,2660820.27,2650785.54
pc,2020-2021,536247.71,510679.79
pc,2021-2022,1396631.17,1286779.37
pc,2022-2023,515666.85,465766.26
pwgsc-tpsgc,2017-2018,823288.96,850051.27
