d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2018-2019,10005.87,10186.32
10_office_management,2021-2022,27005.00,25238.18
5_transportation_and_logistics,2017-2018,564914.89,578776.80
5_transportation_and_logistics,2018-2019,533953.06,541274.37
5_transportation_and_logistics,2019-2020,1344660.29,1326553.26
5_transportation_and_logistics,2020-2021,816225.07,775371.90
5_transportation_and_logistics,2021-2022,1320558.10,1204592.18
6_industrial_products_and_services,2019-2020,6879.20,6717.31
6_industrial_products_and_services,2020-2021,26155.28,24865.05
6_industrial_products_and_services,2021-2022,52379.16,48894.51
7_travel,2017-2018,2001000.00,2052852.46
7_travel,2018-2019,1039526.17,1060105.79
