d_fiscal_year,total,total_constant_2019_dollars
2017-2018,2565914.89,2644449.42
2018-2019,1583485.10,1618087.97
2019-2020,1351539.49,1334276.36
2020-2021,842380.36,801569.69
2021-2022,1399942.26,1280343.10
2022-2023,5375424.70,4806442.91
