d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,12000.00,11411.97
1_facilities_and_construction,2021-2022,81945.00,74534.58
1_facilities_and_construction,2022-2023,154105.01,137315.94
2_professional_services,2017-2018,53475.73,55055.97
2_professional_services,2018-2019,66148.93,67417.13
6_industrial_products_and_services,2018-2019,18400.00,18834.13
9_human_capital,2017-2018,176889.24,181940.93
9_human_capital,2019-2020,81926.22,81191.70
9_human_capital,2020-2021,9265.46,8752.43
9_human_capital,2021-2022,1267366.37,1171737.08
9_human_capital,2022-2023,1688774.79,1511071.16
