d_fiscal_year,total,total_constant_2019_dollars
2017-2018,230364.97,236996.90
2018-2019,84548.93,86251.27
2019-2020,81926.22,81191.70
2020-2021,21265.46,20164.40
2021-2022,1349311.37,1246271.66
2022-2023,1842879.80,1648387.10
