d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,390907.29,400773.38
it_consulting_services,2018-2019,1192699.08,1209445.32
it_consulting_services,2019-2020,1536338.43,1523176.04
it_consulting_services,2020-2021,1301976.90,1238026.62
it_devices_equipment,2017-2018,609178.19,624073.03
it_devices_equipment,2018-2019,1645115.68,1670425.71
it_devices_equipment,2019-2020,910618.98,902365.73
it_devices_equipment,2020-2021,687221.06,653511.38
it_devices_equipment,2021-2022,438959.96,407550.18
it_other,2017-2018,7014708.46,7201044.55
it_other,2018-2019,2522362.05,2567406.72
it_other,2019-2020,1025985.63,1016010.88
it_other,2020-2021,896012.97,852909.30
it_other,2021-2022,1215947.17,1138602.00
it_software_licensing,2017-2018,190588.85,195260.33
it_software_licensing,2018-2019,240678.21,243133.34
it_software_licensing,2019-2020,2015062.00,1998002.35
it_software_licensing,2020-2021,2183956.85,2075562.55
it_software_licensing,2021-2022,2014424.00,1870252.45
