d_fiscal_year,total,total_constant_2019_dollars
2017-2018,8586667.45,8853056.04
2018-2019,6046224.63,6162701.60
2019-2020,5574854.68,5527119.21
2020-2021,5201593.20,4959518.50
2021-2022,3779069.45,3545866.84
