owner_org,d_fiscal_year,total
aafc-aac,2018-2019,791132.8464853978
aafc-aac,2019-2020,1105170.312265861
aafc-aac,2020-2021,1102150.7212487413
dfatd-maecd,2017-2018,21018
dfatd-maecd,2018-2019,2119.9238227146816
dfatd-maecd,2019-2020,22194.990111711548
dfatd-maecd,2020-2021,63147.08606557377
dnd-mdn,2017-2018,29412.113751628112
dnd-mdn,2018-2019,44990.18690410959
dnd-mdn,2019-2020,15593.237208260762
dnd-mdn,2020-2021,18444.627605279034
elections,2018-2019,4548.162129380054
elections,2019-2020,32948.90787061994
ic,2017-2018,351872.5485227273
ic,2018-2019,394266.8314772727
ic,2019-2020,46782.54
ic,2020-2021,51706.22
nrcan-rncan,2017-2018,390907.2919368663
nrcan-rncan,2018-2019,398560.42
nrcan-rncan,2019-2020,399652.3663561644
nrcan-rncan,2020-2021,199826.1831780822
nserc-crsng,2019-2020,18160.59442622951
nserc-crsng,2020-2021,27793.655573770495
ps-sp,2017-2018,137442.03
pwgsc-tpsgc,2019-2020,20062.426905927136
pwgsc-tpsgc,2020-2021,101166.84632632823
rcmp-grc,2017-2018,26831
rcmp-grc,2018-2019,19770.75
rcmp-grc,2019-2020,80795
ssc-spc,2017-2018,7378124.269584992
ssc-spc,2018-2019,3967724.0974628557
ssc-spc,2019-2020,3415995.2900447235
ssc-spc,2020-2021,3249720.1695727827
statcan,2017-2018,169570.84835616438
statcan,2018-2019,312141.8
statcan,2019-2020,413087.57
statcan,2020-2021,300839.61
tc,2017-2018,81489.34684931506
tc,2018-2019,104857.02315068492
tc,2020-2021,86798.07839050132
