d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,40578.74,40977.99
1_facilities_and_construction,2019-2020,66844.97,65535.39
1_facilities_and_construction,2020-2021,49065.35,46569.88
1_facilities_and_construction,2021-2022,36251.41,33657.45
11_defence,2017-2018,29412.11,30176.54
11_defence,2018-2019,10524.04,10687.70
11_defence,2019-2020,20004.68,19636.63
11_defence,2020-2021,18444.63,17441.63
11_defence,2021-2022,38565.79,36108.38
2_professional_services,2020-2021,64915.43,61125.54
2_professional_services,2021-2022,1298.31,1227.63
3_information_technology,2017-2018,8205382.79,8421151.29
3_information_technology,2018-2019,5600855.02,5690411.09
3_information_technology,2019-2020,5488005.03,5439554.99
3_information_technology,2020-2021,5069167.78,4820009.85
3_information_technology,2021-2022,3669331.12,3416404.62
6_industrial_products_and_services,2017-2018,351872.55,360166.92
6_industrial_products_and_services,2018-2019,394266.83,402798.85
