d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,24295
11_defence,2017-2018,104871.13898630138
11_defence,2018-2019,35872.051013698634
2_professional_services,2017-2018,13322.142246575344
2_professional_services,2019-2020,24992
3_information_technology,2017-2018,8992346.1958217
3_information_technology,2018-2019,8273620.114615848
3_information_technology,2019-2020,1028339.5251168326
3_information_technology,2020-2021,115167.01377277797
6_industrial_products_and_services,2018-2019,24973
