d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_other,2017-2018,23000523.95,23596554.19
it_other,2018-2019,22975170.75,23332468.63
it_other,2019-2020,23038116.42,22843698.33
it_other,2020-2021,22975170.75,21841812.08
it_other,2021-2022,32368629.55,29920227.22
