d_most_recent_category,d_fiscal_year,total
10_office_management,2020-2021,283380.27
11_defence,2017-2018,27130.03136200717
11_defence,2018-2019,27130.03136200717
11_defence,2019-2020,4534.060035842294
4_medical,2019-2020,4639826.605191257
4_medical,2020-2021,5243147.7117486345
6_industrial_products_and_services,2017-2018,2716427.87059068
6_industrial_products_and_services,2018-2019,1978857.8170222407
6_industrial_products_and_services,2019-2020,1722974.3434718843
6_industrial_products_and_services,2020-2021,1300254.3049911405
