d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,15019.94,14465.30
1_facilities_and_construction,2021-2022,12100.02,11300.88
1_facilities_and_construction,2022-2023,18659.25,16624.06
11_defence,2017-2018,56721.44,58347.58
11_defence,2018-2019,89427.29,91528.00
11_defence,2019-2020,22824.92,22829.22
11_defence,2020-2021,66871.23,63011.14
11_defence,2021-2022,463893.66,428078.88
11_defence,2022-2023,4254873.85,3811648.16
3_information_technology,2021-2022,54412.21,49187.77
5_transportation_and_logistics,2018-2019,75402.44,76401.56
5_transportation_and_logistics,2019-2020,958991.94,944594.91
5_transportation_and_logistics,2022-2023,449951.31,400991.39
6_industrial_products_and_services,2018-2019,39188.56,40234.77
6_industrial_products_and_services,2020-2021,324672.60,310677.45
6_industrial_products_and_services,2021-2022,14848.59,13422.89
6_industrial_products_and_services,2022-2023,41401.35,36917.05
