owner_org,d_fiscal_year,total
csc-scc,2017-2018,18970.175245901642
csc-scc,2018-2019,25613.96475409836
nrc-cnrc,2018-2019,0
nrc-cnrc,2019-2020,0
nrc-cnrc,2020-2021,0
pc,2017-2018,6634.565853658537
pc,2018-2019,3827.6341463414637
pc,2020-2021,11964.75
pwgsc-tpsgc,2018-2019,2313452.5128171337
pwgsc-tpsgc,2019-2020,2831851.570873147
pwgsc-tpsgc,2020-2021,2824114.2714991765
rcmp-grc,2017-2018,299412.75
rcmp-grc,2019-2020,167601
rcmp-grc,2020-2021,168027.64586710292
