d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,4213158.99
THE AIM GROUP,2140585.0297848033
GARTNER,2020285.3867123288
MICROSOFT CANADA,1367718.2917031525
CARROT INSIGHTS,942352.2
CORADIX TECHNOLOGY CONSULTING,821717.3472289157
THE OF THE COUNCIL,711935.4786545925
TELECOM COMPUTER SERVICES,702568.05
EKOS RESEARCH ASSOCIATES,610036.8195454546
MISHKUMI TECHNOLOGIES,484841.21
PURESPIRIT SOLUTIONS,476896.76
A NET SOLUTIONS,466052.79326623847
ARTEMP PERSONNEL SERVICES,439555.9
RAYMOND CHABOT GRANT THORNTON,431856.33999999997
TRM TECHNOLOGIES,431433.99999999994
DELOITTE AND TOUCHE,422106.84221076744
STONEWORKS TECHNOLOGIES,360191.55
PHOENIX STRATEGIC PERSPECTIVES,347288.344
INROUND INNOVATIONS,347273.6778808449
NORTHERN MICRO,346178.11
MCCANN WORLDGROUP CANADA,338956.5
ENVIRONICS RESEARCH GROUP,325404.28072727274
FORUM RESEARCH,324149.54
THOMAS SCHMIDT,276581.83950617287
NEWS CANADA FIFTH STORY,275969.1884125412
IPSOS REID,265556.67
ADVANCED PRESENTATION PRODUCTS,261361.74000000002
RUTHERFORD MCKAY ASSOCIATES,229955.04
NISHA TECHONOLOGIES,224084.65000000002
CAKEBREAD,221948.99
ROBERTSON COMPANY,213897.8507051937
ACCESS 2 NETWORKS,208855.41399999996
KORN FERRY CA,204819.51
PORTAGE PERSONNEL,193411.02000000002
ASCRIBE MARKETING COMMUNICATION IN,188001.58630653267
ABI ADVANCED BUSINESS INTERIORS,165718.99
ASOKAN SOLUTIONS DE BUREAU,165087.80802110818
GOSS GILROY,161222.75
HYPERTEC,158708.5
INSA,158194.78
MELTWATER NEWS CANADA,157815.87980931017
BELL CANADA,154769.82485394206
PRINTERS PLUS,148286.02
KONICA MINOLTA BUSINESS SOLUTIONS,145007.9829158111
MERCER CANADA,143510
TARGET COMMUNICATIONS,139820.55
HAY GROUP,134328.5185185185
SAMSON ASSOCIES,134315.22
DELL COMPUTER,121816.48351648351
CISTEL TECHNOLOGY,116034.52685421995
J D POWER CANADA BRANCH,111778.19
CDW CANADA,110449.2805733945
ADVANCED CHIPPEWA TECHNOLOGIES,105705.09000000001
GALBRAITH COMMUNICATIONS,97934.84000000001
BESC OTTAWA,93790
HDP GROUP,90400
LANSDOWNE TECHNOLOGIES,90400
AVI SPL CANADA,87873.23000000001
NEWS CANADA,86399.8
EDGAR,85880
WILLS TRANSFER,83779.51000000001
INMOTION DVS,83337.5
ENTRUST,75004.73606437945
OTTAWA BUSINESS INTERIORS,74255.44
PROSCI CANADA,72828.5
POLESTAR COMMUNICATIONS,72055.58
HYPERACTIVE PRODUCTIONS,71056.1
TAG HR THE ASSOCIATES GROUP,63713.68999999999
NEO INSIGHT,63649.08
CORPSEMINAR,61300.77999999999
RE THINK STRATEGIC CONSULTING,56074.25
SOUTHSIDE COMMUNICATIONS,54658.065857950976
HILL+KNOWLTON STRATEGIES,53922.189999999995
QUINTET CONSULTING,52968.75
ACTION PERSONNEL OF OTTAWA HULL,50819.67721311475
NEWCOMP ANALYTICS,50659.43
EBSC CANADA,49219.02
ACNIELSEN COMPANY OF CANADA,47645.32
LEARNING TREE INTERNATIONAL,46046.51162790698
ECOLE DE LANGUES ABCE,45326.4
SPEAKERS SPOTLIGHT,41810
CNW GROUP,40680
THE GOVERNING COUNCIL OF,39999.97
IBM CANADA,38872
ADVANCED BUSINESS INTERIORS,38254.06
SOFTCHOICE,37163.51239554318
IRON MOUNTAIN CANADA,37122.079999999994
BRYMARK PROMOTIONS,36321.59
ROGERS,36250.4
FOREST COMMUNICATIONS,35730.6
GORDON GROUP,35288.57776470588
STENOTRAN SERVICES,34925.759999999995
BAYTEK SYSTEMS CONSULTING,34465
MONITOR 24 7,34144.84
KNOWLEDGE CIRCLE LEARNING SERVICES,33986.14855679484
OPTIMUM TALENT,33900
GOOGLE,33325.25
OPTRICS,32539.633409742124
FREEMAN AUDIO VISUAL,32317.910000000003
ZIXCORP SYSTEMS,31881.84
