d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,30932.75675317715
1_facilities_and_construction,2018-2019,52055.49207682765
1_facilities_and_construction,2019-2020,22931.930772232747
1_facilities_and_construction,2020-2021,26390.39664776246
10_office_management,2017-2018,213276.4051328679
10_office_management,2018-2019,208853.67514262616
10_office_management,2019-2020,226280.7452107759
10_office_management,2020-2021,48497.58308929056
2_professional_services,2017-2018,2685919.9716184027
2_professional_services,2018-2019,4311770.499950668
2_professional_services,2019-2020,4280138.887900441
2_professional_services,2020-2021,4661859.119972753
3_information_technology,2017-2018,995672.6750295401
3_information_technology,2018-2019,1873483.3700340753
3_information_technology,2019-2020,2925803.4424418947
3_information_technology,2020-2021,3551901.3027579086
6_industrial_products_and_services,2019-2020,11610.75
6_industrial_products_and_services,2020-2021,889.875
7_travel,2020-2021,5255.886162904809
9_human_capital,2017-2018,117028.86896335158
9_human_capital,2018-2019,142146.93022876157
9_human_capital,2019-2020,315440.7797843666
9_human_capital,2020-2021,915904.8281089795
