d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,660217.0579233506
2_professional_services,2018-2019,645788.73
2_professional_services,2019-2020,393243.72928039706
2_professional_services,2020-2021,488902.070719603
3_information_technology,2017-2018,613774.5806885657
3_information_technology,2018-2019,767054.4654048915
3_information_technology,2019-2020,1553295.4629332619
3_information_technology,2020-2021,910856.5074140489
6_industrial_products_and_services,2017-2018,0
6_industrial_products_and_services,2018-2019,0
6_industrial_products_and_services,2019-2020,0
