d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1341188.78,1375281.22
2018-2019,1412843.20,1433626.30
2019-2020,1946539.19,1929008.49
2020-2021,1399758.58,1329679.55
2021-2022,403007.47,378321.48
