d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,142644.89302325583
1_facilities_and_construction,2019-2020,52076.70697674419
11_defence,2017-2018,1039371.3910858111
11_defence,2018-2019,265987.64571729203
11_defence,2019-2020,861709.384890851
11_defence,2020-2021,229761.97267992518
2_professional_services,2018-2019,321817.8082191781
2_professional_services,2019-2020,203986.90548640568
2_professional_services,2020-2021,754868.6862944163
3_information_technology,2017-2018,482202.33783440245
3_information_technology,2018-2019,433435.33300411527
3_information_technology,2019-2020,116540.69716070103
3_information_technology,2020-2021,300598.72080673295
