d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1399449.0674318508
1_facilities_and_construction,2018-2019,1538550.9325681492
11_defence,2017-2018,54859.814189189194
11_defence,2020-2021,3757250.0000000005
2_professional_services,2017-2018,53091.87414500684
2_professional_services,2018-2019,84229.18000000001
3_information_technology,2017-2018,28603.440000000002
3_information_technology,2018-2019,28445.629999999997
3_information_technology,2019-2020,29299
3_information_technology,2020-2021,65466.90000000001
6_industrial_products_and_services,2018-2019,2355.2082191780823
6_industrial_products_and_services,2019-2020,83609.89178082193
9_human_capital,2018-2019,56474.189999999995
