owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2018-2019,113904.48,114875.88
dnd-mdn,2019-2020,2452296.36,2432616.43
dnd-mdn,2020-2021,1092142.91,1038525.71
