d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,571605.59,588078.40
11_defence,2018-2019,589561.10,598325.63
11_defence,2019-2020,24293.08,24250.12
11_defence,2020-2021,444457.16,422602.26
11_defence,2021-2022,112884.79,103195.04
2_professional_services,2018-2019,167186.10,170817.29
5_transportation_and_logistics,2017-2018,184752.66,189170.21
5_transportation_and_logistics,2018-2019,1851595.59,1873203.34
5_transportation_and_logistics,2019-2020,4927895.08,4839578.22
5_transportation_and_logistics,2020-2021,5459827.61,5166784.93
5_transportation_and_logistics,2021-2022,1264263.99,1124608.26
6_industrial_products_and_services,2017-2018,85716.13,87933.11
