owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2019-2020,65499.26,65330.60
cbsa-asfc,2020-2021,88683.17,86760.70
cbsa-asfc,2021-2022,668105.74,511362.05
cra-arc,2017-2018,482053.35,492944.45
cra-arc,2018-2019,697054.44,705914.29
cra-arc,2019-2020,685362.68,683958.88
cra-arc,2020-2021,683490.11,669128.43
cra-arc,2021-2022,683490.11,519206.71
esdc-edsc,2017-2018,499239.62,507815.23
esdc-edsc,2018-2019,1497718.86,1513607.94
esdc-edsc,2020-2021,60994.98,58378.38
esdc-edsc,2021-2022,86443.21,79059.18
ssc-spc,2017-2018,264715.13,271652.12
ssc-spc,2018-2019,457353.41,463080.44
ssc-spc,2019-2020,513356.36,512195.25
ssc-spc,2020-2021,714726.79,698151.27
ssc-spc,2021-2022,328186.48,293492.67
tc,2020-2021,29666.68,28041.28
