d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,439628.82,450938.71
0_other,2018-2019,152491.18,155785.27
0_other,2021-2022,450893.92,276418.01
1_facilities_and_construction,2017-2018,1255072.23,1288357.40
1_facilities_and_construction,2021-2022,5199559.37,3266625.83
11_defence,2017-2018,3713328.87,3809519.63
11_defence,2018-2019,2038107.69,2069839.61
11_defence,2019-2020,2359079.73,2337670.39
11_defence,2020-2021,9075818.67,8625626.48
11_defence,2021-2022,10804972.70,8480181.13
2_professional_services,2017-2018,11190392.17,11480399.10
2_professional_services,2018-2019,9341269.09,9485849.95
2_professional_services,2019-2020,10315143.10,10226637.17
2_professional_services,2020-2021,7327960.25,6963660.00
2_professional_services,2021-2022,8405199.94,6289997.92
3_information_technology,2017-2018,14980229.32,15367760.43
3_information_technology,2018-2019,25658465.34,26056476.47
3_information_technology,2019-2020,27277142.23,27055042.93
3_information_technology,2020-2021,18203432.04,17292998.46
3_information_technology,2021-2022,28323522.82,20703066.66
6_industrial_products_and_services,2019-2020,1965204.72,1936059.72
6_industrial_products_and_services,2020-2021,3202230.90,3044265.76
6_industrial_products_and_services,2021-2022,6697720.49,5052582.12
9_human_capital,2017-2018,4456278.31,4571755.06
9_human_capital,2018-2019,5105362.16,5183071.71
9_human_capital,2019-2020,8845567.84,8772561.71
9_human_capital,2020-2021,8615237.14,8190371.99
9_human_capital,2021-2022,7448441.76,5997859.75
