d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,19583061.88,20187439.44
it_consulting_services,2018-2019,31203230.74,31795934.61
it_consulting_services,2019-2020,38080874.97,37772806.97
it_consulting_services,2020-2021,31761082.20,30231444.95
it_consulting_services,2021-2022,49485556.09,45842334.34
it_consulting_services,2022-2023,77065852.97,68903146.92
it_other,2021-2022,50092.90,46663.80
it_software_licensing,2017-2018,506221.28,521959.04
it_software_licensing,2018-2019,381457.30,388654.14
it_software_licensing,2019-2020,491723.45,487281.10
it_software_licensing,2020-2021,405865.64,386681.75
it_software_licensing,2021-2022,470122.12,437070.26
it_software_licensing,2022-2023,327197.44,292425.25
