owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,3473167.51,3563942.75
cbsa-asfc,2018-2019,2218846.29,2254346.48
cbsa-asfc,2019-2020,1726615.98,1713100.98
cbsa-asfc,2020-2021,1179888.59,1122802.62
cbsa-asfc,2021-2022,5320958.83,4902739.23
cfia-acia,2017-2018,168528.20,172894.26
cic,2017-2018,523432.56,536923.28
cic,2018-2019,568807.08,577356.18
cic,2019-2020,423838.91,420239.24
cic,2020-2021,563944.42,536049.43
cic,2021-2022,548666.08,510174.20
cra-arc,2017-2018,1822578.63,1869778.10
cra-arc,2018-2019,411100.30,420000.59
csc-scc,2021-2022,508541.43,472152.74
csps-efpc,2018-2019,67229.05,68207.21
csps-efpc,2019-2020,10062.95,10098.73
cta-otc,2018-2019,42137.34,42624.98
cta-otc,2019-2020,176284.42,174566.69
dfatd-maecd,2017-2018,546470.93,560588.42
dfatd-maecd,2018-2019,1264066.09,1283788.71
dfatd-maecd,2019-2020,370150.77,365979.71
dfatd-maecd,2020-2021,712126.92,677730.40
dfatd-maecd,2021-2022,823746.18,765091.32
dfo-mpo,2021-2022,298866.93,269936.61
dnd-mdn,2017-2018,9726675.18,9979760.16
dnd-mdn,2018-2019,7056863.51,7164494.64
dnd-mdn,2019-2020,11344573.88,11230346.67
dnd-mdn,2020-2021,17622959.58,16749132.04
dnd-mdn,2021-2022,20440212.12,18974921.44
ec,2019-2020,43438.99,43406.94
ec,2021-2022,63280.00,57648.38
elections,2019-2020,2107866.84,2102439.52
elections,2020-2021,223438.83,212416.66
elections,2021-2022,223438.83,207450.67
esdc-edsc,2017-2018,49792.17,51071.46
esdc-edsc,2018-2019,53347.99,54218.61
esdc-edsc,2019-2020,96785.95,97130.08
esdc-edsc,2020-2021,1225922.72,1164816.69
esdc-edsc,2021-2022,1819157.45,1687709.31
fin,2017-2018,13690.02,14050.94
hc-sc,2017-2018,5736.92,5872.15
hc-sc,2018-2019,43983.08,44938.37
hc-sc,2019-2020,6091.05,5977.86
hc-sc,2020-2021,13723.67,13046.69
hc-sc,2021-2022,27367.12,25064.44
ic,2017-2018,164931.41,169232.53
ic,2018-2019,397921.17,402125.42
ic,2019-2020,1577235.42,1562424.29
ic,2020-2021,2432144.68,2311865.92
ic,2021-2022,1333074.57,1227878.62
infc,2020-2021,50499.81,47747.69
infc,2021-2022,460339.88,422296.05
irb-cisr,2021-2022,93648.75,85443.96
jus,2017-2018,365047.22,374366.52
jus,2018-2019,275176.46,279455.86
jus,2019-2020,315339.12,312056.84
jus,2020-2021,314585.21,298809.66
jus,2021-2022,159711.67,149684.65
nrc-cnrc,2020-2021,104638.95,99692.94
nrc-cnrc,2021-2022,136893.25,127097.86
nrcan-rncan,2017-2018,462064.42,474038.02
nrcan-rncan,2018-2019,344332.94,350350.04
nrcan-rncan,2021-2022,35357.70,33393.37
osfi-bsif,2017-2018,429843.47,440982.12
osfi-bsif,2018-2019,442224.16,449030.68
osfi-bsif,2019-2020,443002.44,439407.66
osfi-bsif,2020-2021,429843.47,408639.41
osfi-bsif,2021-2022,467971.39,433165.99
pch,2017-2018,501919.11,514764.94
pch,2018-2019,291659.68,296489.82
pch,2019-2020,318413.73,315164.39
pch,2020-2021,205500.76,195158.88
pch,2021-2022,182900.76,169813.29
pco-bcp,2018-2019,128286.46,129548.67
pco-bcp,2019-2020,686402.67,680610.13
pco-bcp,2020-2021,1003626.13,954455.44
pco-bcp,2021-2022,514269.72,477471.15
pwgsc-tpsgc,2017-2018,2806128.29,2878708.98
pwgsc-tpsgc,2018-2019,2621045.29,2662029.05
pwgsc-tpsgc,2019-2020,1664946.07,1651390.00
pwgsc-tpsgc,2020-2021,1687956.57,1604719.79
pwgsc-tpsgc,2021-2022,6650863.85,6103528.33
rcmp-grc,2017-2018,284861.12,292242.80
rcmp-grc,2018-2019,284861.12,289291.13
rcmp-grc,2019-2020,285641.56,283231.04
ssc-spc,2017-2018,13104679.17,13443093.59
ssc-spc,2018-2019,24090548.03,24463353.45
ssc-spc,2019-2020,28401829.75,28161248.14
ssc-spc,2020-2021,18568287.59,17638469.53
ssc-spc,2021-2022,27135453.38,25160848.37
tbs-sct,2017-2018,599300.79,614745.52
tbs-sct,2018-2019,714420.33,725445.26
tbs-sct,2019-2020,698301.12,694566.28
tc,2017-2018,986082.61,1011673.79
tc,2018-2019,978839.07,993927.84
tc,2019-2020,65316.01,64586.74
tc,2020-2021,85591.10,81368.91
tc,2021-2022,85591.10,79466.63
