d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1255072.2308771568
11_defence,2017-2018,3713328.8748027985
11_defence,2018-2019,2038107.6861487636
11_defence,2019-2020,2359079.731244959
11_defence,2020-2021,9075818.66501262
2_professional_services,2017-2018,11190392.169766568
2_professional_services,2018-2019,9341269.086600287
2_professional_services,2019-2020,10315143.100112544
2_professional_services,2020-2021,7327960.253685457
3_information_technology,2017-2018,15419858.137378184
3_information_technology,2018-2019,25810956.519995708
3_information_technology,2019-2020,27277142.23003844
3_information_technology,2020-2021,18203432.035119854
6_industrial_products_and_services,2019-2020,1965204.717389635
6_industrial_products_and_services,2020-2021,3202230.9011036465
9_human_capital,2017-2018,4456278.308739239
9_human_capital,2018-2019,5105362.159818554
9_human_capital,2019-2020,8845567.844491959
9_human_capital,2020-2021,8615237.137556579
