normalized_vendor_name,original_vendor_name
VALLEY REFRIGERATION,Valley Refrigeration Ltd
VALLEY REFRIGERATION,Valley Refrigeration
VALLEY REFRIGERATION,Valley Refrigeration Limited
VALLEY REFRIGERATION,VALLEY REFRIGERATION LIMITED
VALLEY REFRIGERATION,Valley Refrigeration Ltd.
VALLEY REFRIGERATION,VALLEY REFRIGERATION
