owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2021-2022,10220.18,7635.07
cfia-acia,2017-2018,1559400.00,1593701.95
cfia-acia,2018-2019,1399369.40,1418201.68
cfia-acia,2019-2020,1225298.55,1221950.80
cfia-acia,2020-2021,1168398.82,1137292.13
cfia-acia,2021-2022,1213434.68,917250.99
dfo-mpo,2017-2018,14088.90,14346.76
dfo-mpo,2018-2019,0.00,0.00
dfo-mpo,2019-2020,0.00,0.00
dfo-mpo,2020-2021,18210.15,17607.60
dfo-mpo,2021-2022,34202.00,13585.45
dnd-mdn,2017-2018,475.94,484.12
dnd-mdn,2018-2019,15706.06,15906.76
pc,2017-2018,8005.94,8197.58
pc,2018-2019,7316.15,7405.06
pc,2019-2020,24521.55,24511.42
pc,2020-2021,31360.85,30573.71
pc,2021-2022,16014.16,11766.13
