d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1581970.78,1629249.54
2018-2019,1422391.61,1444680.34
2019-2020,1249820.10,1234736.46
2020-2021,1230640.44,1172817.60
2021-2022,1300843.18,1205342.09
2022-2023,4191776.30,3748608.92
