owner_org,d_fiscal_year,total
aafc-aac,2017-2018,20317.4
aafc-aac,2018-2019,18090.394444444446
aafc-aac,2019-2020,210289.08555555556
aandc-aadnc,2018-2019,36531.06
atssc-scdata,2017-2018,128164.41043139732
atssc-scdata,2018-2019,320641.56094840355
atssc-scdata,2019-2020,6448.0675675675675
cannor,2018-2019,24973
cannor,2019-2020,22571.1
cannor,2020-2021,22474.36
cas-satj,2018-2019,106597.22
cas-satj,2020-2021,22164.989999999998
cbsa-asfc,2017-2018,231624.78008474575
ced-dec,2017-2018,24892.09
cfia-acia,2017-2018,125465.36
cfia-acia,2018-2019,18393.52
cfia-acia,2019-2020,19623.2
cic,2017-2018,1171385.0278733291
cic,2018-2019,720284.1762193361
cic,2019-2020,211452.66757995676
cic,2020-2021,172918.97122967703
cihr-irsc,2017-2018,98516
cnsc-ccsn,2017-2018,12023.2
cnsc-ccsn,2018-2019,51395.17999999999
cnsc-ccsn,2019-2020,25953.64
cnsc-ccsn,2020-2021,145190.99
cra-arc,2017-2018,79782.48714285714
cra-arc,2018-2019,21520.38
cra-arc,2019-2020,117147.94636830717
cra-arc,2020-2021,64119.763631692826
crtc,2017-2018,96515.24
crtc,2019-2020,26984.309999999998
csps-efpc,2017-2018,107537.87940902806
csps-efpc,2018-2019,126616.41345223883
csps-efpc,2019-2020,32832.367138733105
csps-efpc,2020-2021,18823.309999999998
cta-otc,2017-2018,39208.340000000004
cta-otc,2018-2019,348978.99
dfatd-maecd,2017-2018,437906.56352941174
dfatd-maecd,2018-2019,84346.2
dfatd-maecd,2019-2020,257609.595
dfatd-maecd,2020-2021,227947.8040625
dfo-mpo,2018-2019,136318.03
dfo-mpo,2019-2020,19901
dnd-mdn,2017-2018,55108.490000000005
dnd-mdn,2018-2019,46324.88078947368
dnd-mdn,2019-2020,11176.13915360032
dnd-mdn,2020-2021,31297.120056925993
ec,2017-2018,17163.67
ec,2019-2020,104506.27999999998
elections,2019-2020,93160.68000000001
esdc-edsc,2017-2018,1988899.3213860358
esdc-edsc,2018-2019,166114.44
esdc-edsc,2019-2020,179291.8791383574
esdc-edsc,2020-2021,613672.6689100643
fcac-acfc,2017-2018,50985.27
fcac-acfc,2018-2019,112425.96
fcac-acfc,2019-2020,40561.82
feddevontario,2019-2020,17819.54
feddevontario,2020-2021,15962.380000000001
fin,2017-2018,32856.59
fin,2018-2019,87304.95999999999
fin,2019-2020,50712.14
fin,2020-2021,83609.27
fja-cmf,2019-2020,38948.840000000004
fja-cmf,2020-2021,22310.27
hc-sc,2017-2018,147651.47
hc-sc,2018-2019,455162.16324324324
hc-sc,2019-2020,196319.08675675676
hc-sc,2020-2021,515498.08999999997
ic,2017-2018,558244.9163068577
ic,2018-2019,428432.03319038806
ic,2019-2020,437669.5899634959
ic,2020-2021,142308.4673524452
infc,2017-2018,15734.210000000001
infc,2018-2019,30940.35049105107
infc,2019-2020,399262.3184446072
infc,2020-2021,806507.8802857614
irb-cisr,2019-2020,141318.13
isc-sac,2018-2019,36531.06
isc-sac,2020-2021,117375.88608963323
jus,2017-2018,343765.7595969354
jus,2018-2019,117076.5288064508
jus,2019-2020,222811.6290756965
jus,2020-2021,121708.78166045924
lac-bac,2018-2019,81006.91
mgerc-ceegm,2017-2018,11435.6
mgerc-ceegm,2018-2019,10879.64
mgerc-ceegm,2019-2020,176.25270270270272
mgerc-ceegm,2020-2021,12866.447297297298
nfb-onf,2017-2018,37140
nfb-onf,2019-2020,14574.26
nrc-cnrc,2017-2018,241394.28
nrc-cnrc,2018-2019,403078.0006896552
nrc-cnrc,2019-2020,590435.5200275434
nrc-cnrc,2020-2021,109067.9392828014
nrcan-rncan,2017-2018,1039683.7925832901
nrcan-rncan,2018-2019,338069.6267763158
nrcan-rncan,2019-2020,96958.16
nserc-crsng,2018-2019,29624.205756457566
nserc-crsng,2019-2020,8164.354243542435
oag-bvg,2017-2018,22600
oag-bvg,2018-2019,76789.16
oag-bvg,2019-2020,21045.12
oag-bvg,2020-2021,49057.68
oci-bec,2019-2020,24777.56
ocl-cal,2018-2019,17810.480000000003
ocol-clo,2020-2021,22530.5
oic-ci,2017-2018,43049.86
opc-cpvp,2017-2018,51232.97404917117
opc-cpvp,2018-2019,87043.98595082884
opc-cpvp,2019-2020,30536.85
osfi-bsif,2017-2018,282076.95
osfi-bsif,2018-2019,290011.2622285714
osfi-bsif,2019-2020,565811.1188825397
osfi-bsif,2020-2021,25231.38888888889
pbc-clcc,2017-2018,24997.86
pbc-clcc,2018-2019,24553.480000000003
pbc-clcc,2019-2020,50262.40000000001
pc,2017-2018,56047.18
pch,2017-2018,24341.53
pch,2018-2019,93720.59791666667
pch,2019-2020,110280.60061631945
pch,2020-2021,34196.95146701389
pco-bcp,2017-2018,32028.47
pco-bcp,2018-2019,201865.22047058825
pco-bcp,2019-2020,70203.71952941176
ppsc-sppc,2017-2018,50384.719999999994
ppsc-sppc,2020-2021,41568.869999999995
ps-sp,2020-2021,11435.6
pwgsc-tpsgc,2017-2018,3128382.150103207
pwgsc-tpsgc,2018-2019,5776773.641390519
pwgsc-tpsgc,2019-2020,9472141.144452343
pwgsc-tpsgc,2020-2021,3922855.0636029793
rcmp-grc,2017-2018,173163.5486266478
rcmp-grc,2018-2019,110805.2825936587
rcmp-grc,2019-2020,225791.4329877782
rcmp-grc,2020-2021,231741.53502262133
ssc-spc,2017-2018,170270.06
ssc-spc,2018-2019,548802.19
ssc-spc,2019-2020,372632.308852459
ssc-spc,2020-2021,1219755.5711475408
sshrc-crsh,2018-2019,16695.645756457565
sshrc-crsh,2019-2020,65741.59424354244
statcan,2017-2018,939728.9199999999
statcan,2018-2019,139815.94
statcan,2019-2020,54680.41
swc-cfc,2017-2018,25975.420000000002
swc-cfc,2018-2019,17844.12
tbs-sct,2017-2018,14758.93
tc,2017-2018,314896.86
tc,2018-2019,162895.31
tc,2019-2020,798025.84
tc,2020-2021,463513.11321428575
wage,2019-2020,14169.06
wd-deo,2019-2020,31486.809999999998
