d_most_recent_category,total,percentage
10_office_management,48012209.27,0.8149
6_industrial_products_and_services,6518674.89,0.1106
1_facilities_and_construction,3068885.09,0.0521
2_professional_services,614166.29,0.0104
8_security_and_protection,593740.57,0.0101
5_transportation_and_logistics,58788.08,0.001
3_information_technology,51430.86,9e-4
