d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,212178.41,218749.25
1_facilities_and_construction,2018-2019,493267.63,499824.38
1_facilities_and_construction,2019-2020,1789095.79,1765626.18
1_facilities_and_construction,2020-2021,230928.65,219685.69
1_facilities_and_construction,2021-2022,343414.61,320834.27
10_office_management,2017-2018,10990510.10,11313932.56
10_office_management,2018-2019,8021972.92,8138276.85
10_office_management,2019-2020,11987560.51,11816832.19
10_office_management,2020-2021,8474491.46,8060952.27
10_office_management,2021-2022,8378121.68,7777311.84
2_professional_services,2017-2018,50910.11,52422.66
2_professional_services,2018-2019,413840.27,418089.18
2_professional_services,2019-2020,3058.66,3069.79
2_professional_services,2021-2022,146357.25,135273.50
3_information_technology,2017-2018,93145.43,95823.27
3_information_technology,2018-2019,17810.48,17980.19
3_information_technology,2020-2021,21597.18,20564.17
5_transportation_and_logistics,2020-2021,10922.63,10503.90
5_transportation_and_logistics,2021-2022,47865.45,44404.71
6_industrial_products_and_services,2017-2018,1120593.53,1151663.52
6_industrial_products_and_services,2018-2019,2976191.90,3031968.72
6_industrial_products_and_services,2019-2020,1704079.96,1690759.41
6_industrial_products_and_services,2020-2021,453084.63,431890.37
6_industrial_products_and_services,2021-2022,264724.87,243491.48
8_security_and_protection,2020-2021,96687.11,91702.10
8_security_and_protection,2021-2022,497053.46,465123.26
