d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,212178.40990802675
1_facilities_and_construction,2018-2019,493267.6265173126
1_facilities_and_construction,2019-2020,1789095.7942139786
1_facilities_and_construction,2020-2021,230928.65089914366
10_office_management,2017-2018,11071632.332766678
10_office_management,2018-2019,8021972.922783062
10_office_management,2019-2020,11981253.285139637
10_office_management,2020-2021,8474491.45981131
2_professional_services,2017-2018,50910.10828897339
2_professional_services,2018-2019,413840.2713069862
2_professional_services,2019-2020,3058.660404040404
3_information_technology,2017-2018,12023.2
3_information_technology,2018-2019,17810.480000000003
3_information_technology,2020-2021,21597.18
5_transportation_and_logistics,2020-2021,10922.630000000001
6_industrial_products_and_services,2017-2018,1120593.5301592366
6_industrial_products_and_services,2018-2019,2976191.9005073886
6_industrial_products_and_services,2019-2020,1704079.9585231605
6_industrial_products_and_services,2020-2021,453084.63132240926
8_security_and_protection,2020-2021,96687.11116972477
