d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,22689.50,21759.29
1_facilities_and_construction,2021-2022,94982.15,89203.02
11_defence,2018-2019,496575.06,505249.89
11_defence,2021-2022,418134.23,382228.75
11_defence,2022-2023,991032.42,886779.97
5_transportation_and_logistics,2017-2018,191458.88,197086.75
5_transportation_and_logistics,2018-2019,1654831.60,1680790.68
5_transportation_and_logistics,2019-2020,2281934.02,2262460.37
5_transportation_and_logistics,2020-2021,2175286.75,2065595.05
5_transportation_and_logistics,2021-2022,580672.65,530774.04
5_transportation_and_logistics,2022-2023,1563308.35,1396600.48
6_industrial_products_and_services,2020-2021,95593.76,91353.12
6_industrial_products_and_services,2021-2022,17571.50,15884.36
9_human_capital,2021-2022,49108.26,44692.80
9_human_capital,2022-2023,149370.97,133657.77
