d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,85792.29,88446.85
it_consulting_services,2018-2019,107530.80,109469.88
it_devices_equipment,2017-2018,167073.83,172134.20
it_devices_equipment,2018-2019,242274.79,248206.36
it_other,2017-2018,182121.28,187624.80
it_other,2018-2019,149549.92,152537.99
it_software_licensing,2017-2018,62736.87,64632.29
it_software_licensing,2018-2019,55251.25,56273.27
it_software_licensing,2019-2020,12371.45,12272.16
it_software_licensing,2020-2021,12337.64,11762.40
it_software_licensing,2021-2022,12337.64,11545.09
