d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1708839.13,1752421.38
2018-2019,1172431.33,1193474.80
2019-2020,42074.76,41997.34
2020-2021,12337.64,11729.03
2021-2022,12337.64,9651.30
