d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,40680.00,41494.36
10_office_management,2017-2018,68569.75,70468.98
10_office_management,2018-2019,41934.12,42378.99
2_professional_services,2017-2018,1041615.60,1067126.59
2_professional_services,2018-2019,490722.32,496699.52
2_professional_services,2019-2020,29703.32,29689.77
3_information_technology,2017-2018,450625.44,462216.41
3_information_technology,2018-2019,554606.77,561226.73
3_information_technology,2019-2020,12371.45,12346.11
3_information_technology,2020-2021,12337.64,12078.40
3_information_technology,2021-2022,12337.64,9372.17
5_transportation_and_logistics,2017-2018,38668.81,39916.99
7_travel,2017-2018,16319.91,16600.24
9_human_capital,2017-2018,52359.62,53365.44
9_human_capital,2018-2019,85168.13,86179.05
