d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,40680
10_office_management,2017-2018,68569.75317269076
10_office_management,2018-2019,41934.12
2_professional_services,2017-2018,1041615.6005146429
2_professional_services,2018-2019,490722.32002861804
2_professional_services,2019-2020,29703.316680497923
3_information_technology,2017-2018,450625.4366878447
3_information_technology,2018-2019,554606.7655741256
3_information_technology,2019-2020,12371.446593285636
3_information_technology,2020-2021,12337.644826637315
5_transportation_and_logistics,2017-2018,38668.810000000005
7_travel,2017-2018,16319.91
9_human_capital,2017-2018,52359.6218569385
9_human_capital,2018-2019,85168.12814306149
