d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,31500.00,30749.65
2_professional_services,2018-2019,86616.12,87354.81
2_professional_services,2019-2020,774261.74,766156.04
2_professional_services,2020-2021,737679.77,702840.29
2_professional_services,2021-2022,556293.48,523399.89
3_information_technology,2017-2018,74520.75,76591.89
3_information_technology,2018-2019,232479.25,236728.74
3_information_technology,2019-2020,50000.00,49679.77
9_human_capital,2017-2018,66059.30,68083.96
9_human_capital,2018-2019,72739.40,74069.01
9_human_capital,2019-2020,72938.69,72353.35
9_human_capital,2020-2021,72739.40,69347.89
9_human_capital,2021-2022,75955.93,71073.04
