owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,196066.01,201332.11
aafc-aac,2018-2019,180933.41,183242.39
aafc-aac,2019-2020,198343.31,197994.88
aafc-aac,2020-2021,143619.09,140704.40
aandc-aadnc,2017-2018,31564.87,32675.82
csc-scc,2017-2018,29491.62,30282.16
dfatd-maecd,2017-2018,643519.76,658789.00
dfatd-maecd,2018-2019,110513.40,112099.53
dfatd-maecd,2019-2020,551626.09,550266.59
dfatd-maecd,2020-2021,82540.66,80338.20
dfatd-maecd,2021-2022,517890.36,330945.64
dfo-mpo,2017-2018,375373.48,383704.29
dfo-mpo,2018-2019,552446.82,559513.04
dfo-mpo,2019-2020,309017.95,307986.16
dfo-mpo,2020-2021,490670.47,475564.65
dfo-mpo,2021-2022,1239009.81,788796.73
dnd-mdn,2017-2018,1748681.95,1793825.47
dnd-mdn,2018-2019,1332469.99,1349308.96
dnd-mdn,2019-2020,1415040.30,1412365.44
dnd-mdn,2020-2021,2243068.14,2190072.88
dnd-mdn,2021-2022,2705814.66,2077697.81
ec,2017-2018,84015.25,86130.24
ec,2018-2019,157774.63,159910.38
ec,2019-2020,7080.46,7090.17
ec,2020-2021,70149.54,67685.16
ec,2021-2022,209741.30,129198.98
hc-sc,2018-2019,14974.77,15219.09
iaac-aeic,2018-2019,46898.39,47352.25
infc,2017-2018,24661.24,25115.51
infc,2018-2019,56258.45,56976.39
infc,2019-2020,13717.81,13711.56
infc,2020-2021,33272.39,31944.47
infc,2021-2022,66727.59,50688.98
isc-sac,2021-2022,0.00,0.00
nrc-cnrc,2017-2018,93140.48,95478.35
nrc-cnrc,2018-2019,28456.56,28851.33
nrc-cnrc,2020-2021,96926.26,94146.07
nrc-cnrc,2021-2022,117408.18,75182.80
nrcan-rncan,2017-2018,118434.54,121609.23
nrcan-rncan,2018-2019,11842.40,11957.00
nrcan-rncan,2020-2021,33886.44,33133.07
pc,2017-2018,3223846.46,3308987.16
pc,2018-2019,644542.31,654008.38
pc,2019-2020,358285.84,357550.95
pc,2020-2021,245034.10,239567.83
pc,2021-2022,409281.41,320895.56
pwgsc-tpsgc,2017-2018,21123477.60,21664265.83
pwgsc-tpsgc,2018-2019,23019003.99,23315942.74
pwgsc-tpsgc,2019-2020,18051721.88,18015086.57
pwgsc-tpsgc,2020-2021,19717105.77,19298158.51
pwgsc-tpsgc,2021-2022,18426118.34,13682966.65
tc,2018-2019,166141.12,168475.61
tc,2019-2020,354948.26,353922.81
tc,2020-2021,175769.24,171358.92
tc,2021-2022,312412.79,222240.77
