d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,0.00,0.00
0_other,2018-2019,11842.40,11943.40
0_other,2021-2022,0.00,0.00
1_facilities_and_construction,2017-2018,16936254.80,17454115.46
1_facilities_and_construction,2018-2019,13354675.60,13597501.62
1_facilities_and_construction,2019-2020,13323472.39,13211402.63
1_facilities_and_construction,2020-2021,14069774.59,13416714.69
1_facilities_and_construction,2021-2022,14423065.36,13486191.15
2_professional_services,2017-2018,10504438.57,10819220.09
2_professional_services,2018-2019,12675324.70,12900630.14
2_professional_services,2019-2020,7882448.12,7804492.30
2_professional_services,2020-2021,9302895.88,8872591.40
2_professional_services,2021-2022,9014295.70,8411040.56
3_information_technology,2017-2018,133584.95,137679.22
3_information_technology,2018-2019,335154.92,340481.08
3_information_technology,2019-2020,70231.76,69463.41
3_information_technology,2020-2021,0.00,0.00
3_information_technology,2021-2022,122440.13,113960.36
5_transportation_and_logistics,2021-2022,124211.66,115276.39
6_industrial_products_and_services,2017-2018,0.00,0.00
6_industrial_products_and_services,2018-2019,0.00,0.00
6_industrial_products_and_services,2019-2020,0.00,0.00
8_security_and_protection,2017-2018,25782.00,26599.14
9_human_capital,2017-2018,118434.54,122064.46
9_human_capital,2020-2021,3943.41,3740.09
9_human_capital,2021-2022,15392.02,14639.06
