d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,200634.69,206797.93
2_professional_services,2018-2019,406280.59,414066.20
2_professional_services,2019-2020,407393.69,404143.91
2_professional_services,2020-2021,429693.56,409064.85
2_professional_services,2021-2022,577058.66,534542.61
2_professional_services,2022-2023,862375.92,771657.59
3_information_technology,2017-2018,28939.45,29847.10
3_information_technology,2018-2019,16901.33,17103.70
9_human_capital,2017-2018,664.17,683.14
9_human_capital,2018-2019,20035.83,20533.83
9_human_capital,2020-2021,90169.02,85919.57
9_human_capital,2021-2022,34822.23,32375.12
9_human_capital,2022-2023,39588.75,35115.21
