owner_org,d_fiscal_year,total
aafc-aac,2017-2018,319001.5720602399
aafc-aac,2018-2019,107081.57766423357
aafc-aac,2019-2020,120067.28467153283
aafc-aac,2020-2021,89180.39305069493
cfia-acia,2017-2018,149670.55
cfia-acia,2018-2019,40028.219999999994
cfia-acia,2020-2021,10237.35356321839
hc-sc,2017-2018,36860.6
nrc-cnrc,2017-2018,11182.5
nrc-cnrc,2018-2019,88591.06999999999
nrc-cnrc,2020-2021,3155.709375
phac-aspc,2018-2019,58943.81
phac-aspc,2019-2020,248915.08000000002
phac-aspc,2020-2021,3392850.598494624
