d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,7867301.06,8107336.40
it_consulting_services,2018-2019,12112603.67,12322034.98
it_consulting_services,2019-2020,14553082.06,14431720.96
it_consulting_services,2020-2021,14325783.21,13660640.22
it_consulting_services,2021-2022,11661206.97,10917600.54
it_devices_equipment,2017-2018,3356885.00,3454584.62
it_devices_equipment,2018-2019,3454721.83,3502224.50
it_devices_equipment,2019-2020,2224823.01,2199029.23
it_devices_equipment,2020-2021,2863293.22,2726270.64
it_devices_equipment,2021-2022,3234335.08,2996661.23
it_other,2017-2018,507593.28,522776.22
it_other,2018-2019,848930.35,860977.22
it_other,2019-2020,1748957.64,1725173.75
it_other,2020-2021,474522.83,452448.01
it_other,2021-2022,728780.75,679401.29
it_software_licensing,2017-2018,2390267.45,2463448.12
it_software_licensing,2018-2019,2551586.19,2597089.59
it_software_licensing,2019-2020,3471750.82,3443535.19
it_software_licensing,2020-2021,5260972.05,5016543.81
it_software_licensing,2021-2022,5119251.03,4788906.14
