d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,151334.62,139268.38
1_facilities_and_construction,2022-2023,251077.88,224665.54
11_defence,2017-2018,5175041.90,5334668.96
11_defence,2018-2019,2181740.82,2229268.19
11_defence,2019-2020,1415671.73,1404378.94
11_defence,2020-2021,1411803.77,1344489.93
11_defence,2021-2022,994087.45,926718.25
11_defence,2022-2023,220481.52,199119.84
2_professional_services,2017-2018,147902.11,152451.70
2_professional_services,2018-2019,197022.89,200798.46
2_professional_services,2019-2020,197562.68,195986.72
2_professional_services,2020-2021,197022.89,187628.97
2_professional_services,2021-2022,65314.44,61725.50
3_information_technology,2017-2018,19373655.20,19967409.73
3_information_technology,2018-2019,17712969.85,18027191.97
3_information_technology,2019-2020,25534160.09,25308118.92
3_information_technology,2020-2021,27276418.87,25977016.15
3_information_technology,2021-2022,24555427.26,22817269.93
3_information_technology,2022-2023,25480253.72,22799837.85
6_industrial_products_and_services,2017-2018,190449.14,195888.08
6_industrial_products_and_services,2018-2019,1007182.96,1029721.15
