owner_org,d_fiscal_year,total
csa-asc,2017-2018,147902.11267605633
csa-asc,2018-2019,197022.88732394367
csa-asc,2019-2020,197562.67605633804
csa-asc,2020-2021,197022.88732394367
dfo-mpo,2017-2018,3054959.24
dfo-mpo,2018-2019,1157650.93
dfo-mpo,2019-2020,2652832.5541850217
dfo-mpo,2020-2021,671462.765814978
dnd-mdn,2017-2018,5365491.0367012
dnd-mdn,2018-2019,3188923.7744043404
dnd-mdn,2019-2020,1415671.7263644012
dnd-mdn,2020-2021,1411803.7708278864
ssc-spc,2017-2018,16318695.9600696
ssc-spc,2018-2019,15976097.488509329
ssc-spc,2019-2020,20482189.504903607
ssc-spc,2020-2021,24088173.93880284
